,단지명,계약년,도로명,동,거래금액평균(만원)
29584,한진훼미리타운,2014,용호로232번길 61,용호동,9220.0
29585,한진훼미리타운,2015,용호로232번길 61,용호동,9573.08
29586,한진훼미리타운,2016,용호로232번길 61,용호동,10040.52
29587,한진훼미리타운,2017,용호로232번길 61,용호동,11184.72
29588,한진훼미리타운,2018,용호로232번길 61,용호동,10444.0
29589,한진훼미리타운,2019,용호로232번길 61,용호동,9534.21
29590,한진훼미리타운,2020,용호로232번길 61,용호동,8930.56
29591,한진훼미리타운,2021,용호로232번길 61,용호동,9924.53
29592,한창데파트,2012,시랑로 94,구포동,8425.0
29593,한창데파트,2013,시랑로 94,구포동,9333.33
29594,한창데파트,2015,시랑로 94,구포동,9590.0
29595,한창데파트,2016,시랑로 94,구포동,10200.0
29596,한창데파트,2017,시랑로 94,구포동,9925.0
29597,한창데파트,2018,시랑로 94,구포동,10750.0
29598,한창데파트,2021,시랑로 94,구포동,8950.0
29599,한평드림빌,2013,차성남로35번길 3,기장읍,12000.0
29600,한평드림빌,2015,차성남로35번길 3,기장읍,12000.0
29601,한평드림빌,2016,차성남로35번길 3,기장읍,13200.0
29602,한평드림빌,2017,차성남로35번길 3,기장읍,14000.0
29603,한평드림빌,2018,차성남로35번길 3,기장읍,14700.0
29604,한평드림빌,2019,차성남로35번길 3,기장읍,12500.0
29605,한평드림빌,2020,차성남로35번길 3,기장읍,14500.0
29606,한평드림빌,2021,차성남로35번길 3,기장읍,14450.0
29607,한화꿈에그린,2012,전포대로20번길 26,문현동,29780.0
29608,한화꿈에그린,2013,전포대로20번길 26,문현동,28778.26
29609,한화꿈에그린,2014,전포대로20번길 26,문현동,29651.92
29610,한화꿈에그린,2015,전포대로20번길 26,문현동,32178.26
29611,한화꿈에그린,2016,전포대로20번길 26,문현동,33775.0
29612,한화꿈에그린,2017,전포대로20번길 26,문현동,38983.33
29613,한화꿈에그린,2018,전포대로20번길 26,문현동,35740.0
29614,한화꿈에그린,2019,전포대로20번길 26,문현동,34903.85
29615,한화꿈에그린,2020,전포대로20번길 26,문현동,36768.18
29616,한화꿈에그린,2021,전포대로20번길 26,문현동,45607.14
29617,한효,2012,만덕대로89번길 20,덕천동,14766.67
29618,한효,2013,만덕대로89번길 20,덕천동,16036.67
29619,한효,2014,만덕대로89번길 20,덕천동,16350.0
29620,한효,2015,만덕대로89번길 20,덕천동,19483.33
29621,한효,2016,만덕대로89번길 20,덕천동,19645.45
29622,한효,2017,만덕대로89번길 20,덕천동,21033.33
29623,한효,2018,만덕대로89번길 20,덕천동,24406.25
29624,한효,2019,만덕대로89번길 20,덕천동,25014.29
29625,한효,2020,만덕대로89번길 20,덕천동,30607.83
29626,한효,2021,만덕대로89번길 20,덕천동,40000.0
29627,함지그린,2012,함지로 8,동삼동,11088.11
29628,함지그린,2013,함지로 8,동삼동,11160.45
29629,함지그린,2014,함지로 8,동삼동,11576.2
29630,함지그린,2015,함지로 8,동삼동,11736.95
29631,함지그린,2016,함지로 8,동삼동,12231.06
29632,함지그린,2017,함지로 8,동삼동,13207.17
29633,함지그린,2018,함지로 8,동삼동,13526.55
29634,함지그린,2019,함지로 8,동삼동,12618.77
29635,함지그린,2020,함지로 8,동삼동,13258.7
29636,함지그린,2021,함지로 8,동삼동,20128.69
29637,항도맨션,2012,유엔평화로9번길 42,대연동,25000.0
29638,항도맨션,2013,유엔평화로9번길 42,대연동,32000.0
29639,항도맨션,2014,유엔평화로9번길 42,대연동,39000.0
29640,항도맨션,2015,유엔평화로9번길 42,대연동,52000.0
29641,항도맨션,2016,유엔평화로9번길 42,대연동,53500.0
29642,항도맨션,2018,유엔평화로9번길 42,대연동,44000.0
29643,항도맨션,2019,유엔평화로9번길 42,대연동,49000.0
29644,항도맨션,2020,유엔평화로9번길 42,대연동,56333.33
29645,항도맨션,2021,유엔평화로9번길 42,대연동,60000.0
29646,해강소라,2012,재반로 162-8,재송동,13500.0
29647,해강소라,2013,재반로 162-8,재송동,11457.14
29648,해강소라,2014,재반로 162-8,재송동,11671.43
29649,해강소라,2015,재반로 162-8,재송동,12958.57
29650,해강소라,2016,재반로 162-8,재송동,13675.0
29651,해강소라,2017,재반로 162-8,재송동,16225.0
29652,해강소라,2018,재반로 162-8,재송동,16000.0
29653,해강소라,2019,재반로 162-8,재송동,13800.0
29654,해강소라,2020,재반로 162-8,재송동,14716.67
29655,해강소라,2021,재반로 162-8,재송동,15480.0
29656,해금리더스,2013,아시아드대로171번길 78,사직동,20200.0
29657,해금리더스,2015,아시아드대로171번길 78,사직동,23250.0
29658,해금리더스,2016,아시아드대로171번길 78,사직동,26400.0
29659,해금리더스,2021,아시아드대로171번길 78,사직동,24000.0
29660,해뜰채,2015,청룡로 26,청룡동,18152.17
29661,해뜰채,2016,청룡로 26,청룡동,18333.33
29662,해뜰채,2017,청룡로 26,청룡동,19466.67
29663,해뜰채,2019,청룡로 26,청룡동,18333.33
29664,해뜰채,2020,청룡로 26,청룡동,18116.67
29665,해뜰채,2021,청룡로 26,청룡동,18550.0
29666,해림(263-3),2012,대천천길 91-19,화명동,13550.0
29667,해림(263-3),2013,대천천길 91-19,화명동,14800.0
29668,해림(263-3),2014,대천천길 91-19,화명동,15300.0
29669,해림(263-3),2016,대천천길 91-19,화명동,17700.0
29670,해림(263-3),2017,대천천길 91-19,화명동,18250.0
29671,해림(264-1),2012,대천천길 91-21,화명동,14000.0
29672,해림(264-1),2013,대천천길 91-21,화명동,14100.0
29673,해림(264-1),2014,대천천길 91-21,화명동,14953.33
29674,해림(264-1),2015,대천천길 91-21,화명동,16600.0
29675,해림발리빌,2012,동명로132번길 47,용호동,16800.0
29676,해림발리빌,2013,동명로132번길 47,용호동,15300.0
29677,해림발리빌,2014,동명로132번길 47,용호동,17550.0
29678,해림발리빌,2015,동명로132번길 47,용호동,15700.0
29679,해림발리빌,2016,동명로132번길 47,용호동,17233.33
29680,해림발리빌,2017,동명로132번길 47,용호동,18800.0
29681,해림발리빌,2021,동명로132번길 47,용호동,20933.33
29682,해마루아파트,2015,수영로725번길 47,수영동,19150.0
29683,해마루아파트,2017,수영로725번길 47,수영동,17000.0
29684,해마루아파트,2018,수영로725번길 47,수영동,16500.0
29685,해마루아파트,2019,수영로725번길 47,수영동,15700.0
29686,해마루아파트,2020,수영로725번길 47,수영동,17475.0
29687,해맞이빌,2012,삼성3길 45,일광면,14500.0
29688,해맞이빌,2013,삼성3길 45,일광면,15000.0
29689,해맞이빌,2014,삼성3길 45,일광면,13000.0
29690,해맞이빌,2015,삼성3길 45,일광면,16966.67
29691,해맞이빌,2016,삼성3길 45,일광면,17575.0
29692,해맞이빌,2017,삼성3길 45,일광면,18933.33
29693,해맞이빌,2018,삼성3길 45,일광면,17400.0
29694,해맞이빌,2020,삼성3길 45,일광면,23766.67
29695,해맞이빌,2021,삼성3길 45,일광면,18437.5
29696,해바라기빌리지,2012,초량중로33번길 9,초량동,9100.0
29697,해바라기빌리지,2013,초량중로33번길 9,초량동,11950.0
29698,해바라기빌리지,2014,초량중로33번길 9,초량동,6300.0
29699,해변빌라,2013,수영로540번길 66,광안동,24000.0
29700,해변빌라,2015,수영로540번길 66,광안동,24000.0
29701,해변빌라,2017,수영로540번길 66,광안동,41000.0
29702,해성,2013,범어천로 28,남산동,14750.0
29703,해성,2015,범어천로 28,남산동,16900.0
29704,해성,2017,범어천로 28,남산동,14350.0
29705,해성,2018,범어천로 28,남산동,12000.0
29706,해성,2020,범어천로 28,남산동,18300.0
29707,해성비발디,2014,범어천로38번길 14,남산동,15500.0
29708,해성비발디,2015,범어천로38번길 14,남산동,18200.0
29709,해성비발디,2020,범어천로38번길 14,남산동,18700.0
29710,해성비발디,2021,범어천로38번길 14,남산동,18500.0
29711,해성체르니,2013,금샘로578번길 43,남산동,19850.0
29712,해성체르니,2016,금샘로578번길 43,남산동,19500.0
29713,해성체르니,2021,금샘로578번길 43,남산동,24000.0
29714,해성체르니B동,2012,금샘로578번길 43,남산동,13500.0
29715,해성체르니B동,2013,금샘로578번길 43,남산동,17200.0
29716,해성체르니B동,2016,금샘로578번길 43,남산동,10000.0
29717,해성체르니B동,2018,금샘로578번길 43,남산동,13975.0
29718,해성체르니B동,2019,금샘로578번길 43,남산동,17000.0
29719,해성체르니B동,2020,금샘로578번길 43,남산동,19700.0
29720,해성체르니B동,2021,금샘로578번길 43,남산동,21550.0
29721,해승하이츠,2012,동현로16번길 55,부곡동,15825.0
29722,해승하이츠,2014,동현로16번길 55,부곡동,19026.67
29723,해승하이츠,2015,동현로16번길 55,부곡동,19383.33
29724,해오름,2012,구덕로 130,토성동5가,23033.33
29725,해오름,2012,흑교로81번길 6,보수동2가,16683.33
29726,해오름,2013,구덕로 130,토성동5가,23671.43
29727,해오름,2013,흑교로81번길 6,보수동2가,17050.0
29728,해오름,2014,구덕로 130,토성동5가,25558.33
29729,해오름,2015,구덕로 130,토성동5가,25900.0
29730,해오름,2016,구덕로 130,토성동5가,26862.5
29731,해오름,2017,구덕로 130,토성동5가,27333.33
29732,해오름,2017,흑교로81번길 6,보수동2가,19975.0
29733,해오름,2018,구덕로 130,토성동5가,28000.0
29734,해오름,2019,구덕로 130,토성동5가,27184.29
29735,해오름,2020,구덕로 130,토성동5가,26400.0
29736,해오름,2020,흑교로81번길 6,보수동2가,18000.0
29737,해오름,2021,구덕로 130,토성동5가,27650.0
29738,해오름,2021,흑교로81번길 6,보수동2가,17333.33
29739,해오름2차,2012,신천대로165번길 38,부전동,17066.67
29740,해오름2차,2013,신천대로165번길 38,부전동,17120.0
29741,해오름2차,2015,신천대로165번길 38,부전동,17133.33
29742,해오름2차,2016,신천대로165번길 36,부전동,16500.0
29743,해오름2차,2017,신천대로165번길 36,부전동,20000.0
29744,해오름2차,2017,신천대로165번길 38,부전동,22400.0
29745,해오름2차,2018,신천대로165번길 38,부전동,19700.0
29746,해오름2차,2019,신천대로165번길 38,부전동,17450.0
29747,해오름2차,2020,신천대로165번길 38,부전동,20350.0
29748,해오름2차,2021,신천대로165번길 38,부전동,24000.0
29749,해오름빌리지1차,2012,월드컵대로153번길 48,연산동,10575.0
29750,해오름빌리지1차,2015,월드컵대로153번길 48,연산동,14866.67
29751,해오름빌리지1차,2017,월드컵대로153번길 48,연산동,24100.0
29752,해오름빌리지2차,2012,월드컵대로153번길 46,연산동,11200.0
29753,해오름빌리지2차,2013,월드컵대로153번길 46,연산동,12300.0
29754,해오름빌리지2차,2014,월드컵대로153번길 46,연산동,12700.0
29755,해오름빌리지2차,2015,월드컵대로153번길 46,연산동,13400.0
29756,해오름빌리지2차,2016,월드컵대로153번길 46,연산동,15000.0
29757,해오름빌리지2차,2018,월드컵대로153번길 46,연산동,14100.0
29758,해오름아트빌,2013,중앙대로1075번길 39,연산동,3837.5
29759,해오름아트빌,2014,중앙대로1075번길 39,연산동,4000.0
29760,해오름아트빌,2015,중앙대로1075번길 39,연산동,3910.0
29761,해오름아트빌,2016,중앙대로1075번길 39,연산동,4250.0
29762,해오름아트빌,2017,중앙대로1075번길 39,연산동,4125.0
29763,해오름아트빌,2018,중앙대로1075번길 39,연산동,3833.33
29764,해오름아트빌,2020,중앙대로1075번길 39,연산동,3700.0
29765,해오름아트빌,2021,중앙대로1075번길 39,연산동,10000.0
29766,해운,2012,쇠미로71번길 5,사직동,11742.86
29767,해운,2012,엄광로 154,가야동,10875.0
29768,해운,2012,엄광로 159,가야동,12866.67
29769,해운,2013,쇠미로71번길 5,사직동,11425.0
29770,해운,2013,엄광로 154,가야동,10800.0
29771,해운,2013,엄광로 159,가야동,11225.0
29772,해운,2014,쇠미로71번길 5,사직동,11166.67
29773,해운,2014,엄광로 154,가야동,11283.33
29774,해운,2014,엄광로 159,가야동,11550.0
29775,해운,2015,쇠미로71번길 5,사직동,13166.67
29776,해운,2015,엄광로 154,가야동,13435.0
29777,해운,2015,엄광로 159,가야동,11710.0
29778,해운,2016,쇠미로71번길 5,사직동,13904.38
29779,해운,2016,엄광로 154,가야동,13393.75
29780,해운,2016,엄광로 159,가야동,11090.0
29781,해운,2017,쇠미로71번길 5,사직동,13203.85
29782,해운,2017,엄광로 154,가야동,13810.0
29783,해운,2017,엄광로 159,가야동,10225.0
29784,해운,2018,쇠미로71번길 5,사직동,12325.0
29785,해운,2018,엄광로 154,가야동,12766.67
29786,해운,2018,엄광로 159,가야동,11150.0
29787,해운,2019,쇠미로71번길 5,사직동,12894.44
29788,해운,2019,엄광로 154,가야동,10883.33
29789,해운,2020,쇠미로71번길 5,사직동,13810.0
29790,해운,2020,엄광로 154,가야동,13266.67
29791,해운,2020,엄광로 159,가야동,11116.67
29792,해운,2021,쇠미로71번길 5,사직동,20137.5
29793,해운,2021,엄광로 154,가야동,13200.0
29794,해운,2021,엄광로 159,가야동,12250.0
29795,해운그린빌,2012,거제천로124번길 52,연산동,13242.86
29796,해운그린빌,2013,거제천로124번길 52,연산동,13200.0
29797,해운그린빌,2015,거제천로124번길 52,연산동,15250.0
29798,해운그린빌,2016,거제천로124번길 52,연산동,17300.0
29799,해운그린빌,2017,거제천로124번길 52,연산동,14000.0
29800,해운그린빌,2018,거제천로124번길 52,연산동,12700.0
29801,해운그린빌,2020,거제천로124번길 52,연산동,14283.33
29802,해운대 I PARK,2012,마린시티2로 38,우동,78526.67
29803,해운대 I PARK,2013,마린시티2로 38,우동,86768.46
29804,해운대 I PARK,2014,마린시티2로 38,우동,83400.73
29805,해운대 I PARK,2015,마린시티2로 38,우동,77526.08
29806,해운대 I PARK,2016,마린시티2로 38,우동,83255.19
29807,해운대 I PARK,2017,마린시티2로 38,우동,76947.8
29808,해운대 I PARK,2018,마린시티2로 38,우동,88998.67
29809,해운대 I PARK,2019,마린시티2로 38,우동,88442.5
29810,해운대 I PARK,2020,마린시티2로 38,우동,110765.17
29811,해운대 I PARK,2021,마린시티2로 38,우동,151794.12
29812,해운대 센트럴파크,2012,좌동순환로 118,좌동,16358.92
29813,해운대 센트럴파크,2013,좌동순환로 118,좌동,16354.52
29814,해운대 센트럴파크,2014,좌동순환로 118,좌동,16825.81
29815,해운대 센트럴파크,2015,좌동순환로 118,좌동,19469.56
29816,해운대 센트럴파크,2016,좌동순환로 118,좌동,23085.0
29817,해운대 센트럴파크,2017,좌동순환로 118,좌동,24778.12
29818,해운대 센트럴파크,2018,좌동순환로 118,좌동,22025.0
29819,해운대 센트럴파크,2019,좌동순환로 118,좌동,21054.29
29820,해운대 센트럴파크,2020,좌동순환로 118,좌동,24431.51
29821,해운대 센트럴파크,2021,좌동순환로 118,좌동,29954.63
29822,해운대SKVIEW,2012,좌동순환로468번길 11,중동,38443.75
29823,해운대SKVIEW,2013,좌동순환로468번길 11,중동,36887.5
29824,해운대SKVIEW,2014,좌동순환로468번길 11,중동,38521.43
29825,해운대SKVIEW,2015,좌동순환로468번길 11,중동,41429.41
29826,해운대SKVIEW,2016,좌동순환로468번길 11,중동,52053.85
29827,해운대SKVIEW,2017,좌동순환로468번길 11,중동,55260.0
29828,해운대SKVIEW,2018,좌동순환로468번길 11,중동,53200.0
29829,해운대SKVIEW,2019,좌동순환로468번길 11,중동,55675.0
29830,해운대SKVIEW,2020,좌동순환로468번길 11,중동,58635.29
29831,해운대SKVIEW,2021,좌동순환로468번길 11,중동,81833.33
29832,해운대경남아너스빌,2012,해운대로 732,중동,43271.11
29833,해운대경남아너스빌,2013,해운대로 732,중동,40569.17
29834,해운대경남아너스빌,2014,해운대로 732,중동,42584.78
29835,해운대경남아너스빌,2015,해운대로 732,중동,45655.26
29836,해운대경남아너스빌,2016,해운대로 732,중동,52825.0
29837,해운대경남아너스빌,2017,해운대로 732,중동,60833.33
29838,해운대경남아너스빌,2018,해운대로 732,중동,60625.0
29839,해운대경남아너스빌,2019,해운대로 732,중동,63580.0
29840,해운대경남아너스빌,2020,해운대로 732,중동,81279.63
29841,해운대경남아너스빌,2021,해운대로 732,중동,103666.67
29842,해운대경동제이드,2014,해운대해변로 197,우동,137727.09
29843,해운대경동제이드,2015,해운대해변로 197,우동,139878.39
29844,해운대경동제이드,2016,해운대해변로 197,우동,155394.79
29845,해운대경동제이드,2017,해운대해변로 197,우동,135270.79
29846,해운대경동제이드,2018,해운대해변로 197,우동,147835.5
29847,해운대경동제이드,2019,해운대해변로 197,우동,138437.5
29848,해운대경동제이드,2020,해운대해변로 197,우동,176003.51
29849,해운대경동제이드,2021,해운대해변로 197,우동,217250.0
29850,해운대경보이리스오션,2020,중동1로19번길 24,중동,23243.38
29851,해운대경보이리스오션,2021,중동1로19번길 24,중동,25418.75
29852,해운대경보이리스힐아파트,2018,송정광어골로82번길 85-11,송정동,33959.85
29853,해운대경보이리스힐아파트,2019,송정광어골로82번길 85-11,송정동,35475.0
29854,해운대경보이리스힐아파트,2020,송정광어골로82번길 85-11,송정동,38589.58
29855,해운대경보이리스힐아파트,2021,송정광어골로82번길 85-11,송정동,47857.14
29856,해운대더샵센텀그린,2019,해운대로61번길 73,반여동,31440.0
29857,해운대더샵센텀그린,2020,해운대로61번길 73,반여동,37662.73
29858,해운대더샵센텀그린,2021,해운대로61번길 73,반여동,47386.67
29859,해운대동백두산위브더제니스,2019,해운대로 540,우동,59764.29
29860,해운대동백두산위브더제니스,2020,해운대로 540,우동,78392.31
29861,해운대동백두산위브더제니스,2021,해운대로 540,우동,98333.33
29862,해운대동일,2012,해운대해변로 394,중동,21205.56
29863,해운대동일,2013,해운대해변로 394,중동,21296.43
29864,해운대동일,2014,해운대해변로 394,중동,21658.57
29865,해운대동일,2015,해운대해변로 394,중동,25201.32
29866,해운대동일,2016,해운대해변로 394,중동,28297.92
29867,해운대동일,2017,해운대해변로 394,중동,36813.33
29868,해운대동일,2018,해운대해변로 394,중동,30887.5
29869,해운대동일,2019,해운대해변로 394,중동,28726.47
29870,해운대동일,2020,해운대해변로 394,중동,32632.89
29871,해운대동일,2021,해운대해변로 394,중동,50772.73
29872,해운대두산위브더제니스,2012,마린시티2로 33,우동,104760.06
29873,해운대두산위브더제니스,2013,마린시티2로 33,우동,100821.43
29874,해운대두산위브더제니스,2014,마린시티2로 33,우동,113954.08
29875,해운대두산위브더제니스,2015,마린시티2로 33,우동,101546.31
29876,해운대두산위브더제니스,2016,마린시티2로 33,우동,90518.38
29877,해운대두산위브더제니스,2017,마린시티2로 33,우동,113207.85
29878,해운대두산위브더제니스,2018,마린시티2로 33,우동,106846.23
29879,해운대두산위브더제니스,2019,마린시티2로 33,우동,109327.42
29880,해운대두산위브더제니스,2020,마린시티2로 33,우동,133309.93
29881,해운대두산위브더제니스,2021,마린시티2로 33,우동,225615.33
29882,해운대래미안,2014,좌동순환로 402,중동,42871.89
29883,해운대래미안,2015,좌동순환로 402,중동,49662.5
29884,해운대래미안,2016,좌동순환로 402,중동,56877.78
29885,해운대래미안,2017,좌동순환로 402,중동,62584.29
29886,해운대래미안,2018,좌동순환로 402,중동,59731.25
29887,해운대래미안,2019,좌동순환로 402,중동,59666.1
29888,해운대래미안,2020,좌동순환로 402,중동,75166.48
29889,해운대래미안,2021,좌동순환로 402,중동,99678.57
29890,해운대메트로하이츠,2012,좌동순환로8번길 78,중동,53100.0
29891,해운대메트로하이츠,2013,좌동순환로8번길 78,중동,46540.0
29892,해운대메트로하이츠,2014,좌동순환로8번길 78,중동,45533.33
29893,해운대메트로하이츠,2015,좌동순환로8번길 78,중동,49886.36
29894,해운대메트로하이츠,2016,좌동순환로8번길 78,중동,55207.69
29895,해운대메트로하이츠,2017,좌동순환로8번길 78,중동,64166.67
29896,해운대메트로하이츠,2018,좌동순환로8번길 78,중동,67100.0
29897,해운대메트로하이츠,2019,좌동순환로8번길 78,중동,71214.29
29898,해운대메트로하이츠,2020,좌동순환로8번길 78,중동,80242.86
29899,해운대메트로하이츠,2021,좌동순환로8번길 78,중동,86500.0
29900,해운대비스타동원,2019,해운대로 663,우동,54760.0
29901,해운대비스타동원,2020,해운대로 663,우동,98542.35
29902,해운대비스타동원,2021,해운대로 663,우동,165000.0
29903,해운대비치베르빌,2012,해운대해변로 348,중동,28180.0
29904,해운대비치베르빌,2013,해운대해변로 348,중동,28916.67
29905,해운대비치베르빌,2014,해운대해변로 348,중동,32985.71
29906,해운대비치베르빌,2015,해운대해변로 348,중동,32712.5
29907,해운대비치베르빌,2016,해운대해변로 348,중동,37747.22
29908,해운대비치베르빌,2017,해운대해변로 348,중동,44816.67
29909,해운대비치베르빌,2018,해운대해변로 348,중동,37025.0
29910,해운대비치베르빌,2019,해운대해변로 348,중동,29400.0
29911,해운대비치베르빌,2020,해운대해변로 348,중동,37427.27
29912,해운대비치베르빌,2021,해운대해변로 348,중동,43775.0
29913,해운대석포로얄캐슬,2014,좌동순환로 422,중동,15000.0
29914,해운대석포로얄캐슬,2016,좌동순환로 422,중동,26300.0
29915,해운대석포로얄캐슬,2017,좌동순환로 422,중동,22000.0
29916,해운대센텀미진이지비아아파트,2020,해운대로394번길 17,우동,66362.22
29917,해운대센텀미진이지비아아파트,2021,해운대로394번길 17,우동,76150.0
29918,해운대센텀트루엘1단지,2019,삼어로133번나길 17,반여동,29423.33
29919,해운대센텀트루엘1단지,2020,삼어로133번나길 17,반여동,36976.36
29920,해운대센텀트루엘1단지,2021,삼어로133번나길 17,반여동,43936.36
29921,해운대센텀트루엘2단지,2019,삼어로133번나길 18,반여동,26993.33
29922,해운대센텀트루엘2단지,2020,삼어로133번나길 18,반여동,35045.0
29923,해운대센텀트루엘2단지,2021,삼어로133번나길 18,반여동,43800.0
29924,해운대송정우림필유아파트,2015,송정1로8번길 25-78,송정동,28272.33
29925,해운대송정우림필유아파트,2016,송정1로8번길 25-78,송정동,27020.0
29926,해운대송정우림필유아파트,2017,송정1로8번길 25-78,송정동,30141.67
29927,해운대송정우림필유아파트,2018,송정1로8번길 25-78,송정동,26320.59
29928,해운대송정우림필유아파트,2019,송정1로8번길 25-78,송정동,23664.29
29929,해운대송정우림필유아파트,2020,송정1로8번길 25-78,송정동,27434.29
29930,해운대송정우림필유아파트,2021,송정1로8번길 25-78,송정동,35310.81
29931,해운대신시가지경동메르빌,2012,해운대로774번길 30,중동,28450.0
29932,해운대신시가지경동메르빌,2013,해운대로774번길 30,중동,27012.5
29933,해운대신시가지경동메르빌,2014,해운대로774번길 30,중동,30534.09
29934,해운대신시가지경동메르빌,2015,해운대로774번길 30,중동,34188.24
29935,해운대신시가지경동메르빌,2016,해운대로774번길 30,중동,38522.73
29936,해운대신시가지경동메르빌,2017,해운대로774번길 30,중동,55400.0
29937,해운대신시가지경동메르빌,2018,해운대로774번길 30,중동,46390.0
29938,해운대신시가지경동메르빌,2019,해운대로774번길 30,중동,44354.55
29939,해운대신시가지경동메르빌,2020,해운대로774번길 30,중동,53226.67
29940,해운대신시가지경동메르빌,2021,해운대로774번길 30,중동,60092.86
29941,해운대양우내안애팰리스,2013,좌동순환로433번길 40,중동,28859.33
29942,해운대양우내안애팰리스,2014,좌동순환로433번길 40,중동,28499.17
29943,해운대양우내안애팰리스,2015,좌동순환로433번길 40,중동,30311.0
29944,해운대양우내안애팰리스,2016,좌동순환로433번길 40,중동,32129.81
29945,해운대양우내안애팰리스,2017,좌동순환로433번길 40,중동,35650.0
29946,해운대양우내안애팰리스,2018,좌동순환로433번길 40,중동,34900.0
29947,해운대양우내안애팰리스,2019,좌동순환로433번길 40,중동,32600.0
29948,해운대양우내안애팰리스,2020,좌동순환로433번길 40,중동,35410.0
29949,해운대양우내안애팰리스,2021,좌동순환로433번길 40,중동,40292.31
29950,해운대엑소디움,2012,해운대해변로 30,우동,86620.0
29951,해운대엑소디움,2013,해운대해변로 30,우동,73583.33
29952,해운대엑소디움,2014,해운대해변로 30,우동,81833.33
29953,해운대엑소디움,2015,해운대해변로 30,우동,76576.19
29954,해운대엑소디움,2016,해운대해변로 30,우동,79118.42
29955,해운대엑소디움,2017,해운대해변로 30,우동,79612.5
29956,해운대엑소디움,2018,해운대해변로 30,우동,81333.33
29957,해운대엑소디움,2019,해운대해변로 30,우동,85538.46
29958,해운대엑소디움,2020,해운대해변로 30,우동,100202.44
29959,해운대엑소디움,2021,해운대해변로 30,우동,136428.57
29960,해운대엔스타,2014,해운대로483번가길 39,우동,21890.91
29961,해운대엔스타,2015,해운대로483번가길 39,우동,23260.42
29962,해운대엔스타,2016,해운대로483번가길 39,우동,28704.17
29963,해운대엔스타,2017,해운대로483번가길 39,우동,28000.0
29964,해운대엔스타,2019,해운대로483번가길 39,우동,29640.0
29965,해운대엔스타,2020,해운대로483번가길 39,우동,28487.5
29966,해운대엔스타,2021,해운대로483번가길 39,우동,31812.5
29967,해운대오션파크,2012,해운대로 558,우동,15933.33
29968,해운대오션파크,2013,해운대로 558,우동,18508.33
29969,해운대오션파크,2014,해운대로 558,우동,19166.67
29970,해운대오션파크,2015,해운대로 558,우동,20436.36
29971,해운대오션파크,2016,해운대로 558,우동,27571.43
29972,해운대오션파크,2017,해운대로 558,우동,35733.33
29973,해운대오션파크,2018,해운대로 558,우동,30500.0
29974,해운대오션파크,2019,해운대로 558,우동,28450.0
29975,해운대오션파크,2020,해운대로 558,우동,33216.67
29976,해운대오션파크,2021,해운대로 558,우동,53900.0
29977,해운대자이1단지,2013,해운대로 435,우동,37141.3
29978,해운대자이1단지,2014,해운대로 435,우동,47599.5
29979,해운대자이1단지,2015,해운대로 435,우동,46212.96
29980,해운대자이1단지,2016,해운대로 435,우동,54374.44
29981,해운대자이1단지,2017,해운대로 435,우동,61494.83
29982,해운대자이1단지,2018,해운대로 435,우동,60380.24
29983,해운대자이1단지,2019,해운대로 435,우동,63767.67
29984,해운대자이1단지,2020,해운대로 435,우동,88130.86
29985,해운대자이1단지,2021,해운대로 435,우동,121833.33
29986,해운대자이2단지,2014,해운대로 435,우동,38500.0
29987,해운대자이2단지,2015,해운대로 435,우동,46000.0
29988,해운대자이2단지,2016,해운대로 435,우동,52675.0
29989,해운대자이2단지,2017,해운대로 435,우동,60000.0
29990,해운대자이2단지,2018,해운대로 435,우동,52000.0
29991,해운대자이2단지,2019,해운대로 435,우동,57070.0
29992,해운대자이2단지,2020,해운대로 435,우동,70855.56
29993,해운대자이2단지,2021,해운대로 435,우동,84000.0
29994,해운대자이2차1단지,2018,해운대로469번길 110,우동,59462.5
29995,해운대자이2차1단지,2019,해운대로469번길 110,우동,69500.0
29996,해운대자이2차1단지,2020,해운대로469번길 110,우동,94457.58
29997,해운대자이2차1단지,2021,해운대로469번길 110,우동,116062.5
29998,해운대중동경동하나메르빌,2014,해운대로781번길 23,중동,35803.5
29999,해운대중동경동하나메르빌,2015,해운대로781번길 23,중동,40386.8
30000,해운대중동경동하나메르빌,2016,해운대로781번길 23,중동,52276.92
30001,해운대중동경동하나메르빌,2017,해운대로781번길 23,중동,57816.67
30002,해운대중동경동하나메르빌,2018,해운대로781번길 23,중동,54826.67
30003,해운대중동경동하나메르빌,2019,해운대로781번길 23,중동,53711.76
30004,해운대중동경동하나메르빌,2020,해운대로781번길 23,중동,57850.0
30005,해운대중동경동하나메르빌,2021,해운대로781번길 23,중동,76000.0
30006,해운대중동금호어울림,2012,좌동순환로 480,중동,31078.57
30007,해운대중동금호어울림,2013,좌동순환로 480,중동,30959.09
30008,해운대중동금호어울림,2014,좌동순환로 480,중동,31449.51
30009,해운대중동금호어울림,2015,좌동순환로 480,중동,34105.49
30010,해운대중동금호어울림,2016,좌동순환로 480,중동,41757.81
30011,해운대중동금호어울림,2017,좌동순환로 480,중동,48886.67
30012,해운대중동금호어울림,2018,좌동순환로 480,중동,42373.33
30013,해운대중동금호어울림,2019,좌동순환로 480,중동,43600.0
30014,해운대중동금호어울림,2020,좌동순환로 480,중동,51028.21
30015,해운대중동금호어울림,2021,좌동순환로 480,중동,70193.33
